Date,Time,Stop/Station,Passenger_Count,Vehicle_ID,Latitude,Longitude,Temperature (°C),Precipitation (mm),Humidity (%),Age_Group,Gender,Feedback
2023-03-21,04:49,Johor Bahru,62,BUS833,2.5571008766481915,112.5078314512717,32,3,85,25-40,Female,Seats were uncomfortable
2023-02-22,12:17,Kuching,23,BUS336,1.260658217937241,113.06647515066275,37,8,55,18-24,Female,Cleanliness was lacking
2022-10-12,10:48,Georgetown,89,TRAIN10,3.715655458507074,111.54883392447404,6,8,88,40-60,Female,Driver was friendly
2022-01-27,10:11,Johor Bahru,53,TRAIN78,1.3208650195256855,108.94480268137363,32,4,85,18-24,Female,Service was excellent
2022-09-06,02:10,Malacca,95,TRAIN74,5.44323280211538,105.24534903441234,26,1,86,18-24,Male,Cleanliness was lacking
2023-01-01,12:49,Penang,77,BUS082,4.859586062415762,102.9417059907133,18,9,55,25-40,Male,Train was overcrowded
2022-07-21,07:48,Georgetown,19,TRAIN66,2.803084757775045,109.2186752000496,-10,8,75,25-40,Male,Driver was friendly
2023-03-14,10:02,Penang,64,BUS362,1.4451430190044543,112.3039775605055,32,4,86,18-24,Male,Service was excellent
2022-07-17,15:11,Kuala Lumpur,98,BUS580,2.2986877699487263,102.29371030992172,20,6,65,40-60,Female,Service was excellent
2023-10-10,14:51,Port Dickson,65,TRAIN97,1.2587531316000304,104.3001657544619,30,2,51,18-24,Male,Cleanliness was lacking
2023-09-30,20:41,Port Dickson,65,BUS212,6.431167459140489,103.5820292150092,30,8,83,40-60,Male,Bus arrived on time
2023-08-30,03:16,Kuala Lumpur,66,TRAIN59,3.4871292371828817,104.60613534311108,35,7,57,40-60,Female,Driver was friendly
2022-03-14,00:13,Ipoh,59,BUS364,4.579838765088941,102.33189524128304,0,0,96,18-24,Male,Train was overcrowded
2022-09-04,06:04,Penang,30,TRAIN54,2.9735314342832955,108.41820068987982,14,1,79,18-24,Female,Seats were uncomfortable
2022-05-16,03:19,Port Dickson,47,BUS626,4.149342091290894,106.41425240267048,8,0,76,18-24,Male,Cleanliness was lacking
2023-12-09,17:16,Ipoh,63,TRAIN27,4.28804554340257,112.17976655858422,23,1,76,40-60,Male,Route was confusing
2022-08-02,07:24,Kuala Lumpur,71,BUS648,5.3195768243039785,118.07584480278581,31,7,61,18-24,Male,Driver was friendly
2023-04-21,11:22,Malacca,93,TRAIN01,3.911269245306601,111.96477997822,-4,2,87,40-60,Male,Seats were uncomfortable
2023-09-13,02:08,Georgetown,50,BUS544,2.7792456861628874,103.62032232139134,25,4,53,40-60,Female,Route was confusing
2022-11-20,08:25,Kuala Lumpur,77,TRAIN59,2.96473457000293,102.22769991243499,35,0,75,40-60,Male,Delay in departure
2022-04-13,06:52,Georgetown,47,BUS271,6.561806652641511,113.09069257790041,-8,9,82,40-60,Female,Cleanliness was lacking
2022-11-24,01:24,Cameron Highlands,13,TRAIN88,5.6641310915420515,116.39646844741182,37,4,54,25-40,Male,Seats were uncomfortable
2023-08-19,21:04,Langkawi,94,BUS405,2.97428312933772,106.44276765626059,6,1,50,40-60,Female,Cleanliness was lacking
2022-08-12,19:11,Kota Kinabalu,48,TRAIN18,5.012289022155923,110.20884108305606,20,0,74,18-24,Female,Cleanliness was lacking
2022-09-14,05:07,Cameron Highlands,43,TRAIN72,5.615893928051309,115.73164347093639,36,2,56,18-24,Male,Station was well-maintained
2023-10-08,22:42,Kuala Lumpur,99,BUS164,2.1033364859150256,100.33781981497593,7,0,54,18-24,Male,Cleanliness was lacking
2022-12-14,22:09,Penang,51,TRAIN54,5.213718505099031,113.93193624287912,21,8,82,40-60,Male,Service was excellent
2022-04-18,19:51,Kuching,32,BUS360,4.50954151778345,110.17861342337378,11,8,93,18-24,Female,Bus arrived on time
2023-06-04,18:23,Johor Bahru,76,TRAIN31,4.167570124041262,114.52825251386041,22,7,74,40-60,Female,Train was overcrowded
2022-05-30,19:25,Kota Kinabalu,67,BUS194,3.478573981388508,117.44741711410252,13,5,70,18-24,Male,Driver was friendly
2023-04-22,05:25,Malacca,37,TRAIN35,6.954680807034383,109.89152322570918,39,9,99,40-60,Male,Delay in departure
2023-01-28,13:47,Langkawi,68,BUS250,5.830674743358967,117.11755382292824,18,0,60,25-40,Male,Train was overcrowded
2023-11-15,19:59,Langkawi,38,BUS409,1.6229242327164994,100.25393877655068,17,3,70,25-40,Male,Bus arrived on time
2023-07-13,12:26,Ipoh,70,BUS295,2.9847029908332083,112.60162235245494,1,5,83,25-40,Male,Seats were uncomfortable
2022-01-01,21:43,Kuala Lumpur,57,TRAIN83,4.193859837486437,119.73818409712737,-1,2,53,40-60,Female,Train was overcrowded
2022-12-27,00:30,Kuala Lumpur,43,BUS736,5.729020420764385,105.87296695080526,-7,1,64,25-40,Male,Poor signage at the station
2023-11-23,14:07,Georgetown,35,BUS185,5.256093884446912,114.46317891751806,6,2,92,25-40,Male,Station was well-maintained
2023-07-05,00:01,Kota Kinabalu,84,TRAIN77,2.9850716584693897,104.48882004684643,-1,8,54,25-40,Female,Route was confusing
2022-03-31,22:47,Kota Kinabalu,82,BUS497,6.295012318209821,119.4613147344691,9,6,66,18-24,Male,Route was confusing
2022-03-16,13:54,Port Dickson,91,BUS572,4.241438668425824,108.88203970873926,-7,2,53,40-60,Female,Service was excellent
2023-05-15,11:26,Langkawi,99,BUS804,6.13515400616194,113.53783164341667,22,5,55,40-60,Male,Delay in departure
2023-09-28,15:04,Georgetown,17,BUS332,6.338097599480981,110.14498626594747,38,7,54,18-24,Male,Service was excellent
2022-12-10,10:21,Cameron Highlands,61,TRAIN22,4.743384699582274,101.61545881494368,-1,8,72,40-60,Female,Bus arrived on time
2022-04-07,07:42,Kuala Lumpur,39,TRAIN12,1.8708911343553043,115.93974459536729,32,3,78,18-24,Female,Route was confusing
2022-10-10,11:30,Kuching,49,TRAIN70,4.6452352427531185,104.84958938687562,30,6,51,40-60,Female,Route was confusing
2023-12-20,22:00,Ipoh,51,TRAIN86,1.107765079902835,105.58301189168135,4,8,58,40-60,Male,Bus arrived on time
2022-02-02,17:58,Kota Kinabalu,30,TRAIN87,4.815122341011527,100.60865329773634,27,8,88,18-24,Male,Delay in departure
2022-04-26,12:27,Malacca,43,BUS240,2.201789437697342,111.10229422255902,37,4,90,40-60,Female,Cleanliness was lacking
2023-03-31,11:54,Port Dickson,20,BUS883,6.159659513695248,110.75180628183666,14,7,60,40-60,Female,Route was confusing
2023-03-05,15:22,Cameron Highlands,86,TRAIN73,1.5183731091971624,103.68141493220028,10,8,86,18-24,Male,Poor signage at the station
2023-11-22,20:34,Kuala Lumpur,57,BUS286,2.7565685874777266,114.47900887072007,23,4,65,40-60,Female,Poor signage at the station
2022-06-23,02:42,Langkawi,12,BUS997,1.0170502452297197,100.93004081119922,10,7,59,25-40,Female,Cleanliness was lacking
2022-05-13,04:58,Johor Bahru,98,BUS819,6.479126362160112,115.6863073215967,14,9,56,18-24,Female,Station was well-maintained
2023-03-18,04:19,Penang,63,BUS122,6.224425324025601,119.8743551702866,28,6,73,25-40,Female,Cleanliness was lacking
2022-04-04,12:17,Port Dickson,79,TRAIN59,2.406094935199447,103.20185901861926,-3,2,78,40-60,Female,Service was excellent
2022-12-14,16:47,Kuching,29,TRAIN59,1.7209922725222981,106.29463522060631,2,1,93,25-40,Female,Delay in departure
2023-02-06,06:06,Penang,10,TRAIN49,4.204916637894593,105.8480039905378,0,1,69,25-40,Male,Train was overcrowded
2023-02-24,16:09,Kuala Lumpur,27,BUS204,4.133219015304862,110.91585196254258,-2,7,70,40-60,Male,Seats were uncomfortable
2023-12-08,13:56,Johor Bahru,97,BUS698,3.7905056732005686,102.00150484381741,-9,1,73,40-60,Female,Bus arrived on time
2023-02-09,09:21,Kuching,94,BUS106,4.0475465568492375,110.02089597908163,18,9,92,18-24,Male,Bus arrived on time
2022-07-05,02:09,Georgetown,68,BUS456,4.61853241507476,117.94565645206721,18,2,90,40-60,Male,Service was excellent
2023-01-11,14:56,Port Dickson,46,TRAIN97,6.698971780014774,108.93231960932017,28,1,90,25-40,Male,Route was confusing
2023-11-08,04:28,Georgetown,22,TRAIN77,6.451853284014165,113.510668595121,6,1,63,40-60,Male,Station was well-maintained
2023-12-04,20:00,Kuala Lumpur,54,TRAIN50,5.217440618841652,116.59745443813274,18,8,86,40-60,Female,Station was well-maintained
2023-06-01,10:13,Kota Kinabalu,89,TRAIN48,6.412130090482812,113.33996206489404,36,8,77,25-40,Male,Service was excellent
2023-05-13,11:02,Ipoh,47,BUS264,4.896081852695873,106.21982203407055,-5,1,89,18-24,Female,Bus arrived on time
2023-05-14,05:07,Langkawi,34,BUS440,5.414323247297574,106.53572313941297,23,9,88,18-24,Female,Service was excellent
2022-07-25,23:30,Kuching,55,BUS213,4.686441046661555,113.24996959766459,-6,5,74,25-40,Male,Bus arrived on time
2023-02-19,17:03,Langkawi,62,BUS402,3.2487170639414154,103.3550391841823,28,5,98,18-24,Male,Cleanliness was lacking
2023-01-01,15:34,Kuala Lumpur,94,TRAIN69,3.580015909013772,100.8713413711525,33,0,93,25-40,Female,Delay in departure
2023-02-24,16:51,Kota Kinabalu,70,TRAIN23,4.420534076910318,100.49975886868937,36,4,76,18-24,Male,Service was excellent
2023-08-09,18:50,Port Dickson,17,TRAIN79,2.467516318130782,107.28849061612132,0,4,96,40-60,Female,Seats were uncomfortable
2022-08-07,10:18,Langkawi,33,BUS569,1.4620061527215,115.17720434677405,21,6,71,40-60,Male,Train was overcrowded
2023-06-23,03:53,Kota Kinabalu,30,BUS413,5.179263305667147,114.57838543055898,10,8,64,25-40,Female,Cleanliness was lacking
2023-01-10,17:39,Langkawi,79,BUS256,3.927255292231676,108.92566811085227,33,0,62,40-60,Female,Route was confusing
2022-01-23,10:46,Kuala Lumpur,17,TRAIN80,2.4315998302802235,105.7000743562978,18,3,62,18-24,Female,Train was overcrowded
2023-04-06,05:28,Johor Bahru,46,TRAIN32,3.636004841604593,101.01841945533606,-3,3,78,18-24,Male,Bus arrived on time
2023-12-21,11:19,Georgetown,19,TRAIN18,1.1935637457604495,100.2859790358086,18,3,96,18-24,Male,Route was confusing
2022-12-21,10:10,Kuching,79,BUS198,3.856629110143927,100.24238509373589,12,3,84,18-24,Female,Route was confusing
2023-08-26,09:27,Georgetown,35,TRAIN16,4.812216759005966,111.39421352008699,0,1,61,40-60,Male,Poor signage at the station
2022-02-21,03:11,Port Dickson,43,BUS685,4.893978582685897,118.0151026847303,-5,9,92,18-24,Female,Delay in departure
2023-12-22,00:38,Kota Kinabalu,94,BUS311,2.266057346553474,117.10128583215686,4,5,66,18-24,Male,Service was excellent
2023-07-28,19:22,Langkawi,74,TRAIN46,3.220994041102675,103.53040021391769,-8,3,91,18-24,Male,Station was well-maintained
2023-03-21,21:33,Langkawi,43,BUS623,3.901511323494365,106.82448832498166,21,2,63,40-60,Male,Seats were uncomfortable
2022-04-15,12:41,Cameron Highlands,93,TRAIN35,6.739855948261155,104.76532653004108,10,2,89,18-24,Female,Bus arrived on time
2023-10-03,19:43,Georgetown,83,TRAIN78,3.2252015094821687,107.89226516688272,-4,7,71,18-24,Female,Seats were uncomfortable
2023-01-30,03:41,Langkawi,12,BUS450,3.73404243903856,107.21391131641279,0,1,97,40-60,Female,Delay in departure
2022-11-24,23:40,Ipoh,26,BUS752,6.977179677840626,109.48380491124502,34,9,58,18-24,Male,Service was excellent
2023-08-30,20:23,Malacca,97,BUS269,1.5398318816425611,119.63842755074549,-6,2,63,40-60,Male,Route was confusing
2023-06-03,08:41,Langkawi,71,BUS410,1.0204585873019203,115.74102459018877,-7,4,79,18-24,Female,Driver was friendly
2023-11-17,13:47,Port Dickson,68,TRAIN55,2.2473264522631986,118.33592679154764,34,0,86,25-40,Male,Driver was friendly
2022-09-03,15:36,Johor Bahru,35,BUS326,1.51212721923772,100.11437299533351,37,5,80,18-24,Male,Driver was friendly
2023-02-19,01:30,Johor Bahru,52,TRAIN20,6.353994557124273,110.37046855808698,-7,6,95,18-24,Male,Station was well-maintained
2023-06-12,05:42,Kuching,90,BUS927,4.001085260229633,117.30544209520917,18,4,75,18-24,Female,Bus arrived on time
2022-06-19,00:19,Cameron Highlands,27,BUS681,5.764561043702858,114.30240032123228,6,6,64,18-24,Female,Delay in departure
2022-06-16,06:29,Ipoh,50,BUS914,6.496252892360709,106.0578488165558,5,6,89,25-40,Male,Delay in departure
2022-11-06,03:31,Johor Bahru,70,BUS413,6.7306674010573255,113.77858878419052,9,6,56,25-40,Male,Driver was friendly
2023-08-18,16:03,Penang,91,BUS501,2.874207557157834,111.14525626015201,-3,6,86,40-60,Female,Poor signage at the station
2023-01-27,06:41,Langkawi,51,TRAIN48,2.473839158810655,114.19481027410859,0,1,81,40-60,Male,Station was well-maintained
2022-08-09,05:11,Langkawi,48,TRAIN77,4.581745520417941,109.50261958673711,-7,2,90,40-60,Male,Bus arrived on time
2023-11-13,17:55,Penang,86,TRAIN43,4.3490444677289295,119.16095467823817,26,8,75,25-40,Male,Seats were uncomfortable
2022-04-25,11:03,Georgetown,80,TRAIN50,6.397396617539501,119.87208273859446,6,6,95,25-40,Male,Cleanliness was lacking
2022-12-01,20:27,Cameron Highlands,34,BUS105,3.665011409601119,119.63773265212379,39,3,97,40-60,Female,Cleanliness was lacking
2022-08-08,23:28,Johor Bahru,43,TRAIN85,6.947361239598236,110.22677065543712,2,9,82,40-60,Female,Poor signage at the station
2022-09-04,14:14,Ipoh,88,TRAIN97,5.482638788895808,116.55777854344436,19,7,74,25-40,Male,Driver was friendly
2022-04-11,16:35,Georgetown,79,BUS691,6.215061785713587,118.83669115450823,34,0,83,18-24,Male,Seats were uncomfortable
2023-02-20,21:38,Johor Bahru,19,BUS763,4.580846062681976,117.56018058231635,27,5,97,40-60,Male,Seats were uncomfortable
2022-08-10,11:27,Cameron Highlands,47,TRAIN57,5.416946283739872,110.69527529497557,38,2,92,40-60,Female,Driver was friendly
2022-06-28,06:23,Langkawi,21,TRAIN57,6.220423218381614,119.91325176982923,20,5,75,40-60,Male,Route was confusing
2023-05-24,20:59,Cameron Highlands,35,BUS080,5.746843854961866,105.78590525558785,20,7,78,18-24,Male,Cleanliness was lacking
2022-06-24,23:34,Kota Kinabalu,26,BUS876,4.280133054958771,119.26142369812604,32,5,63,25-40,Female,Cleanliness was lacking
2023-08-29,00:01,Penang,93,TRAIN53,6.513280508504122,106.1670243378717,-1,0,85,18-24,Male,Driver was friendly
2023-09-19,22:21,Port Dickson,71,BUS273,2.2258618091696603,111.51410134618074,4,0,85,18-24,Male,Route was confusing
2023-11-05,04:45,Johor Bahru,33,TRAIN28,2.4486462588191116,101.37887215443004,5,2,60,18-24,Male,Seats were uncomfortable
2022-03-08,08:39,Kota Kinabalu,60,BUS590,4.85616806177101,117.57860176851732,-3,2,74,25-40,Male,Seats were uncomfortable
2023-04-02,22:17,Johor Bahru,19,TRAIN35,6.194746916310921,112.04057129942213,28,5,84,25-40,Female,Delay in departure
2022-05-06,20:26,Kuala Lumpur,52,TRAIN06,1.8491805274859452,107.9594633277908,12,6,89,18-24,Female,Cleanliness was lacking
2022-05-19,08:05,Kuala Lumpur,51,TRAIN57,4.509695169203457,101.2827127047391,32,4,67,18-24,Male,Poor signage at the station
2023-09-17,01:22,Kota Kinabalu,36,TRAIN25,6.157595209616781,114.58768378835863,8,9,80,25-40,Female,Bus arrived on time
2022-06-05,18:10,Cameron Highlands,52,TRAIN43,3.696476110474752,108.64150746814771,13,7,96,40-60,Male,Route was confusing
2023-11-28,11:30,Kota Kinabalu,72,BUS487,3.0592031498949486,115.60182692515184,6,2,86,25-40,Female,Cleanliness was lacking
2022-05-01,07:58,Johor Bahru,21,BUS578,6.274469003165152,115.57430797039567,-4,9,80,18-24,Male,Driver was friendly
2022-11-18,10:21,Malacca,81,BUS108,6.605789547824721,117.02253135250565,32,7,50,25-40,Male,Train was overcrowded
2023-03-25,07:25,Johor Bahru,42,BUS447,4.898966265044644,108.8923311314368,39,2,66,18-24,Female,Service was excellent
2023-12-11,12:54,Kuala Lumpur,40,BUS169,6.294535503757633,101.61751658312336,34,9,56,25-40,Female,Poor signage at the station
2022-10-18,22:19,Cameron Highlands,96,TRAIN37,2.9454581069790873,112.07497424317992,12,4,74,40-60,Male,Cleanliness was lacking
2022-01-04,13:57,Kota Kinabalu,39,TRAIN94,4.468160113934906,113.85613000770252,20,8,80,40-60,Male,Poor signage at the station
2023-12-02,10:03,Penang,42,TRAIN39,5.411532818641884,108.3800261712361,20,5,77,25-40,Female,Seats were uncomfortable
2022-08-27,20:20,Port Dickson,76,BUS276,3.316294422440868,117.1092269405621,33,7,85,18-24,Male,Poor signage at the station
2023-11-09,17:19,Langkawi,32,BUS669,4.066588168834213,117.96171638812369,28,6,81,40-60,Male,Bus arrived on time
2022-06-21,05:33,Langkawi,57,BUS738,6.998887477980325,118.52146850471247,0,6,69,18-24,Female,Route was confusing
2023-12-25,12:25,Johor Bahru,50,TRAIN99,2.6025644499502674,117.26259627508487,39,0,84,40-60,Female,Poor signage at the station
2023-08-06,07:37,Ipoh,34,BUS025,2.2655558738680415,117.07690122981944,-9,1,57,25-40,Female,Service was excellent
2023-10-23,20:58,Port Dickson,24,TRAIN77,2.0819560537606847,114.613770898752,29,2,74,25-40,Male,Service was excellent
2023-09-20,02:16,Johor Bahru,12,BUS182,2.409610521949271,107.9440784480468,11,0,73,40-60,Female,Delay in departure
2023-08-28,13:40,Malacca,77,BUS520,2.5776172128426955,103.99102855459482,35,8,52,25-40,Male,Poor signage at the station
2023-09-07,07:33,Johor Bahru,43,BUS405,3.57599445535487,106.178543068618,18,8,79,25-40,Female,Train was overcrowded
2023-01-15,01:01,Malacca,52,BUS868,5.54198921141248,102.3845592324641,-3,2,87,25-40,Male,Seats were uncomfortable
2023-12-11,09:23,Georgetown,46,BUS216,4.2182195644709015,113.2142832370632,32,6,86,40-60,Male,Driver was friendly
2022-04-20,04:24,Port Dickson,10,TRAIN67,6.10509885211813,101.3557196945579,11,8,50,18-24,Male,Poor signage at the station
2022-11-26,06:33,Johor Bahru,34,BUS447,1.0213160499798535,107.36796272834673,22,0,67,18-24,Male,Train was overcrowded
2022-04-11,18:24,Langkawi,60,TRAIN24,6.6408170982185,103.35782872995672,4,4,68,25-40,Female,Poor signage at the station
2023-11-26,20:59,Kuching,48,BUS144,2.0231080685488045,105.31773603965829,31,2,58,18-24,Male,Cleanliness was lacking
2023-05-23,23:57,Port Dickson,65,BUS645,3.3925452519139503,116.5584513387924,14,0,56,18-24,Female,Station was well-maintained
2023-11-03,10:29,Malacca,22,TRAIN76,6.020818516691284,111.94837595968339,0,3,66,18-24,Male,Poor signage at the station
2023-08-17,15:56,Malacca,25,TRAIN55,4.87199963239197,104.26973698532379,33,7,82,40-60,Male,Station was well-maintained
2022-02-05,03:18,Port Dickson,36,BUS223,1.7003775685792373,105.79555994076922,-2,4,84,18-24,Female,Driver was friendly
2022-08-26,21:06,Malacca,33,BUS097,6.482678886805452,101.8714330343921,2,4,60,18-24,Male,Route was confusing
2022-09-01,20:21,Kota Kinabalu,66,BUS872,6.107318935248536,101.02905853019864,16,9,50,18-24,Male,Driver was friendly
2022-09-08,23:27,Johor Bahru,26,TRAIN82,3.5186831501600118,109.58077004984226,-5,3,69,25-40,Male,Poor signage at the station
2023-01-28,00:46,Ipoh,92,BUS598,3.19299180375185,111.01076419206973,-8,1,94,25-40,Female,Delay in departure
2022-10-09,03:53,Georgetown,55,TRAIN27,5.397193186349716,111.93692645796996,15,0,80,25-40,Female,Train was overcrowded
2022-01-22,05:07,Kuching,43,BUS898,4.404958929111935,114.97475038588144,17,6,84,25-40,Female,Cleanliness was lacking
2023-03-06,16:11,Malacca,13,BUS691,1.1052038375922038,103.9170190115608,26,1,57,40-60,Female,Cleanliness was lacking
2022-08-18,11:44,Malacca,68,TRAIN03,1.2385997281812502,110.43779618167929,33,1,53,25-40,Female,Service was excellent
2023-02-05,02:54,Kuching,81,BUS065,5.793923233233887,110.64961829021901,24,8,58,25-40,Male,Seats were uncomfortable
2022-06-03,05:17,Johor Bahru,67,BUS271,3.452489418738155,103.95186567278935,35,2,61,40-60,Female,Bus arrived on time
2022-04-30,14:05,Johor Bahru,30,BUS476,1.7867811697702711,110.46381292925152,37,1,53,40-60,Male,Bus arrived on time
2023-11-09,14:17,Kuala Lumpur,98,TRAIN85,6.358025496410306,114.66757695032227,20,2,66,40-60,Male,Delay in departure
2023-01-21,09:46,Kuching,76,BUS206,5.3498512901819995,102.04266052153028,32,5,71,18-24,Female,Delay in departure
2023-01-25,12:30,Port Dickson,70,TRAIN67,3.2431076784405253,114.79532554297545,2,7,81,40-60,Female,Station was well-maintained
2023-12-12,02:03,Kuala Lumpur,20,BUS565,1.8089565702029182,109.87871513778892,-10,2,84,18-24,Male,Service was excellent
2023-02-01,00:29,Cameron Highlands,61,BUS355,1.3015589752003194,105.85667985493147,9,5,74,40-60,Female,Service was excellent
2022-12-13,12:44,Ipoh,98,BUS717,4.842184679621891,104.47879646988545,-8,4,86,25-40,Male,Service was excellent
2023-08-10,12:51,Langkawi,10,TRAIN91,4.754960594730013,108.07507797272017,2,8,81,40-60,Female,Train was overcrowded
2022-03-20,00:17,Georgetown,80,TRAIN47,5.45047959370175,108.01298889943287,20,5,58,40-60,Male,Seats were uncomfortable
2023-08-08,02:50,Kota Kinabalu,23,BUS354,4.886724617288298,105.61075591520884,13,3,67,40-60,Female,Service was excellent
2022-07-19,19:36,Langkawi,35,TRAIN54,3.69726973871669,113.26893271770494,-9,4,80,18-24,Female,Poor signage at the station
2022-05-14,21:30,Penang,57,BUS207,1.691377223416274,107.57165003875899,-4,4,88,25-40,Male,Poor signage at the station
2023-07-14,05:17,Kota Kinabalu,79,BUS914,3.2270289223660833,102.61668939532484,3,3,85,40-60,Female,Route was confusing
2023-12-01,06:15,Ipoh,33,BUS301,4.650814235285721,111.74974005050454,14,1,79,18-24,Male,Poor signage at the station
2022-06-20,01:15,Georgetown,61,BUS712,4.150249517545405,103.4943151636167,7,5,66,25-40,Male,Delay in departure
2023-03-28,09:22,Port Dickson,64,BUS028,2.7528308295134583,102.35740821912654,39,6,92,40-60,Male,Train was overcrowded
2022-05-19,13:17,Kuching,34,TRAIN37,2.414546788605957,118.50243245118054,29,8,88,40-60,Female,Bus arrived on time
2022-11-10,12:53,Langkawi,87,TRAIN70,2.8290324180555637,108.09849422178722,8,6,81,18-24,Male,Delay in departure
2023-04-21,22:13,Johor Bahru,31,BUS752,1.393362656678666,112.26356422402876,18,5,85,18-24,Female,Train was overcrowded
2022-12-12,18:47,Johor Bahru,23,BUS578,5.118162700365897,101.68093285357968,3,4,64,40-60,Male,Route was confusing
2023-01-23,02:11,Cameron Highlands,76,BUS072,3.1112600939666297,106.3662322053061,17,7,52,25-40,Male,Service was excellent
2022-05-06,09:50,Kuala Lumpur,51,TRAIN85,2.822651712261054,114.1360093812409,34,0,52,18-24,Female,Cleanliness was lacking
2023-12-20,08:54,Penang,11,BUS504,4.221449042486626,107.15125345317152,0,9,52,25-40,Female,Delay in departure
2022-07-17,19:47,Langkawi,68,BUS844,4.70295682402805,115.20889902667257,25,4,90,18-24,Male,Poor signage at the station
2023-11-30,04:10,Cameron Highlands,62,BUS186,1.0593089259802824,111.42009736480276,-8,3,98,40-60,Male,Station was well-maintained
2022-01-18,17:06,Langkawi,10,TRAIN33,5.182286426957896,105.0103707819331,1,0,71,40-60,Male,Station was well-maintained
2023-12-11,22:44,Malacca,67,BUS267,5.1704537633310155,119.4244165766899,14,2,84,40-60,Male,Service was excellent
2023-03-24,08:08,Kuala Lumpur,24,TRAIN52,3.646008076814628,106.64878966844212,30,5,90,18-24,Female,Station was well-maintained
2022-12-17,08:44,Ipoh,17,BUS783,4.484624881942232,108.68912819364331,9,3,76,25-40,Male,Seats were uncomfortable
2023-10-27,05:18,Port Dickson,58,BUS990,4.0233077683692535,103.11116467277752,10,0,77,25-40,Female,Poor signage at the station
2023-10-06,02:05,Georgetown,83,TRAIN18,1.0891974063734273,103.88546035665492,22,0,61,18-24,Female,Service was excellent
2022-11-22,05:36,Georgetown,59,TRAIN67,1.6957593509726492,115.63474069348075,37,3,69,18-24,Male,Poor signage at the station
2023-03-01,10:29,Kuching,14,BUS820,4.672282079787338,117.37483000836201,21,9,86,25-40,Male,Cleanliness was lacking
2022-06-14,17:58,Johor Bahru,26,BUS426,2.6856099523484676,112.02805416926051,-10,3,93,18-24,Female,Cleanliness was lacking
2023-07-25,11:49,Ipoh,26,TRAIN43,1.1342489171980175,119.07325640057462,36,7,97,18-24,Male,Poor signage at the station
2022-06-27,08:24,Penang,73,BUS042,6.336765350569717,115.71944080356792,28,4,70,18-24,Male,Station was well-maintained
2023-03-16,03:48,Ipoh,26,TRAIN22,6.495803366670807,108.89509712072973,0,7,82,40-60,Female,Bus arrived on time
2023-10-27,11:57,Johor Bahru,77,TRAIN50,4.464212362775196,106.86731935374516,2,8,85,18-24,Male,Seats were uncomfortable
2023-11-05,18:15,Penang,64,BUS814,3.7711289779342034,100.05524610196376,5,6,93,40-60,Male,Seats were uncomfortable
2023-04-08,03:54,Johor Bahru,12,TRAIN08,1.8428088679974122,118.62846383638028,36,0,78,40-60,Male,Train was overcrowded
2022-05-16,04:39,Port Dickson,42,BUS667,6.582619433403715,117.26931799140169,35,0,99,40-60,Female,Delay in departure
2022-02-16,21:29,Cameron Highlands,67,TRAIN74,5.15678811202705,116.74980321068189,35,3,99,18-24,Male,Bus arrived on time
2023-05-12,21:03,Kota Kinabalu,80,BUS102,3.26939532360692,104.62525491092774,4,0,92,18-24,Male,Delay in departure
2023-10-02,11:55,Kuching,95,BUS768,2.534133898899371,117.53815666503525,-4,5,71,25-40,Female,Bus arrived on time
2022-12-04,15:45,Langkawi,38,BUS966,3.249385423119864,104.94505933123324,9,3,89,18-24,Male,Driver was friendly
2022-06-07,15:33,Kota Kinabalu,32,TRAIN72,6.55829029527926,119.17542284080689,36,5,65,18-24,Female,Driver was friendly
2023-06-09,11:55,Penang,37,BUS778,2.299167795213924,115.50334948985132,-10,9,77,40-60,Male,Service was excellent
2023-09-23,05:30,Ipoh,59,TRAIN05,2.3492244418634893,111.10078625812707,1,9,84,18-24,Female,Driver was friendly
2022-10-16,04:59,Kuching,14,TRAIN93,3.5125344743863,108.15795218789917,15,4,60,18-24,Male,Service was excellent
2022-04-26,00:37,Ipoh,14,TRAIN84,3.263234079025409,105.14938875286958,5,4,65,18-24,Male,Cleanliness was lacking
2023-08-23,11:45,Langkawi,76,BUS417,3.662804970527409,108.23495084363655,26,7,66,25-40,Female,Train was overcrowded
2023-09-29,07:27,Georgetown,99,TRAIN92,4.61922911590394,110.24454926820906,6,5,85,40-60,Male,Driver was friendly
2023-02-14,08:11,Johor Bahru,85,TRAIN21,6.361630299279616,106.75355869745265,35,2,81,25-40,Male,Bus arrived on time
2022-06-24,01:14,Cameron Highlands,84,TRAIN67,6.632314628774347,100.42597139852104,33,6,96,40-60,Male,Cleanliness was lacking
2023-05-14,06:11,Kota Kinabalu,76,BUS775,6.642913940182138,102.91680185796749,16,4,93,18-24,Male,Service was excellent
2023-07-19,10:54,Penang,85,BUS194,1.0332663275536178,103.03283596442836,31,6,55,25-40,Female,Delay in departure
2023-09-15,00:50,Georgetown,86,BUS310,6.137965519074195,118.40734687885526,23,8,52,25-40,Male,Service was excellent
2023-07-31,08:06,Port Dickson,94,BUS375,4.491351836626492,108.56952826443742,4,5,52,40-60,Female,Train was overcrowded
2022-11-29,22:59,Kuching,19,TRAIN51,3.407174662201337,113.34457933115684,-4,2,69,18-24,Female,Delay in departure
2023-08-09,11:35,Cameron Highlands,45,BUS053,4.849782047515303,110.77500200379028,25,9,80,18-24,Male,Delay in departure
